,airline,dep_time,from,time_taken,stop,arr_time,to,price,class
62410,Vistara,10:45,Chennai,13h 05m,1-stop,23:50,Mumbai,"12,408",0.0
62423,Indigo,15:30,Kolkata,07h 50m,1-stop,23:20,Delhi,"12,348",0.0
62424,Indigo,11:55,Bangalore,02h 55m,non-stop,14:50,Delhi,"8,328",0.0
62425,Indigo,10:10,Bangalore,04h 15m,1-stop,14:25,Mumbai,"18,403",0.0
62428,Indigo,16:30,Kolkata,07h 00m,1-stop,23:30,Hyderabad,"7,194",0.0
62429,Air India,11:35,Kolkata,24h 20m,1-stop,11:55,Hyderabad,"6,055",0.0
62431,Indigo,17:45,Hyderabad,09h 15m,1-stop,03:00,Kolkata,"5,293",0.0
62432,Air India,10:25,Kolkata,26h 15m,1-stop,12:40,Chennai,"4,969",0.0
62434,Indigo,20:05,Bangalore,04h 45m,1-stop,00:50,Delhi,"3,946",0.0
62440,Indigo,09:00,Chennai,05h 15m,1-stop,14:15,Hyderabad,"2,757",0.0
62443,Air India,06:30,Bangalore,14h 45m,1-stop,21:15,Mumbai,"6,992",0.0
62449,Vistara,18:50,Bangalore,24h 45m,1-stop,19:35,Kolkata,"19,879",0.0
62450,Vistara,10:25,Kolkata,10h 30m,1-stop,20:55,Bangalore,"15,309",0.0
62451,Vistara,20:35,Hyderabad,23h 20m,1-stop,19:55,Chennai,"19,887",0.0
62468,Indigo,12:45,Bangalore,06h 55m,1-stop,19:40,Mumbai,"4,105",0.0
62469,Air India,23:30,Delhi,09h 50m,1-stop,09:20,Mumbai,"4,233",0.0
62472,Air India,02:40,Bangalore,15h 10m,1-stop,17:50,Mumbai,"5,850",0.0
62477,GO FIRST,06:00,Kolkata,15h 50m,1-stop,21:50,Hyderabad,"5,992",0.0
62478,Vistara,10:45,Chennai,25h 50m,1-stop,12:35,Hyderabad,"11,247",0.0
62484,Indigo,22:40,Kolkata,02h 20m,non-stop,01:00,Chennai,"7,329",0.0
62487,Vistara,16:05,Mumbai,28h 20m,2+-stop,20:25,Bangalore,"10,508",0.0
62488,GO FIRST,05:45,Kolkata,14h 50m,1-stop,20:35,Mumbai,"7,045",0.0
62489,Vistara,10:45,Chennai,06h 15m,1-stop,17:00,Hyderabad,"10,793",0.0
62490,Indigo,09:15,Mumbai,08h 00m,1-stop,17:15,Chennai,"6,030",0.0
62492,Vistara,09:45,Chennai,33h 50m,1-stop,19:35,Kolkata,"15,017",0.0
62495,Air India,07:35,Bangalore,06h 15m,1-stop,13:50,Delhi,"10,324",0.0
62497,Air India,09:30,Delhi,11h 35m,1-stop,21:05,Mumbai,"6,601",0.0
62501,Air India,05:05,Mumbai,17h 25m,1-stop,22:30,Bangalore,"4,620",0.0
62506,Air India,13:00,Hyderabad,06h 00m,1-stop,19:00,Chennai,"4,229",0.0
62510,Indigo,06:50,Kolkata,02h 05m,non-stop,08:55,Hyderabad,"2,750",0.0
62511,Air India,18:35,Mumbai,19h 55m,2+-stop,14:30,Kolkata,"6,386",0.0
62513,Air India,07:45,Kolkata,08h 30m,1-stop,16:15,Delhi,"5,828",0.0
62514,Indigo,05:30,Delhi,07h 10m,1-stop,12:40,Hyderabad,"6,279",0.0
62517,Air India,14:20,Chennai,22h 40m,1-stop,13:00,Delhi,"5,867",0.0
62520,Vistara,20:55,Mumbai,23h 00m,1-stop,19:55,Hyderabad,"10,593",0.0
62525,Vistara,21:50,Delhi,10h 00m,1-stop,07:50,Bangalore,"4,797",0.0
62526,Indigo,05:30,Kolkata,12h 10m,1-stop,17:40,Hyderabad,"17,724",0.0
62540,Air India,07:55,Mumbai,11h 45m,1-stop,19:40,Chennai,"7,639",0.0
62542,Vistara,18:30,Mumbai,14h 10m,1-stop,08:40,Bangalore,"11,307",0.0
62552,Indigo,22:15,Chennai,02h 05m,non-stop,00:20,Mumbai,"6,304",0.0
62555,Air India,09:55,Chennai,09h 15m,1-stop,19:10,Kolkata,"6,989",0.0
62556,Air India,10:25,Kolkata,29h 25m,1-stop,15:50,Mumbai,"6,179",0.0
62572,Indigo,11:30,Mumbai,04h 30m,1-stop,16:00,Bangalore,"7,584",0.0
62575,Indigo,05:20,Hyderabad,05h 35m,1-stop,10:55,Kolkata,"5,866",0.0
62580,Air India,08:00,Mumbai,13h 20m,1-stop,21:20,Chennai,"10,103",0.0
62586,Indigo,14:05,Mumbai,06h 00m,1-stop,20:05,Bangalore,"16,076",0.0
62587,Vistara,19:00,Delhi,16h 50m,1-stop,11:50,Chennai,"11,520",0.0
62588,Vistara,10:45,Chennai,07h 20m,1-stop,18:05,Kolkata,"6,147",0.0
62591,Indigo,16:30,Kolkata,07h 00m,1-stop,23:30,Hyderabad,"13,052",0.0
62598,Air India,08:00,Mumbai,06h 30m,1-stop,14:30,Kolkata,"5,817",0.0
62604,Vistara,07:30,Delhi,13h 25m,2+-stop,20:55,Hyderabad,"20,633",0.0
62609,Air India,07:00,Delhi,24h 20m,1-stop,07:20,Chennai,"11,520",0.0
62612,Vistara,18:30,Hyderabad,25h 25m,2+-stop,19:55,Kolkata,"7,692",0.0
62613,Indigo,12:45,Mumbai,06h 50m,1-stop,19:35,Bangalore,"8,300",0.0
62614,Indigo,11:20,Bangalore,05h 50m,1-stop,17:10,Kolkata,"9,289",0.0
62618,Vistara,11:55,Mumbai,11h 00m,1-stop,22:55,Hyderabad,"11,664",0.0
62624,Air India,07:10,Kolkata,08h 30m,1-stop,15:40,Delhi,"10,102",0.0
62629,Vistara,06:50,Hyderabad,12h 15m,1-stop,19:05,Mumbai,"10,783",0.0
62632,Indigo,21:15,Delhi,02h 10m,non-stop,23:25,Kolkata,"7,530",0.0
62633,GO FIRST,22:05,Mumbai,11h 45m,1-stop,09:50,Hyderabad,"3,574",0.0
62637,Air India,13:20,Mumbai,14h 20m,1-stop,03:40,Delhi,"5,513",0.0
62639,Air India,13:05,Hyderabad,07h 15m,1-stop,20:20,Delhi,"5,697",0.0
62641,Air India,06:00,Hyderabad,14h 50m,1-stop,20:50,Bangalore,"6,069",0.0
62643,GO FIRST,22:40,Mumbai,09h 55m,1-stop,08:35,Bangalore,"6,319",0.0
62645,Vistara,11:30,Bangalore,11h 15m,2+-stop,22:45,Chennai,"14,538",0.0
62649,Vistara,14:15,Delhi,02h 45m,non-stop,17:00,Bangalore,"9,315",0.0
62650,Air India,13:00,Bangalore,22h 55m,2+-stop,11:55,Hyderabad,"14,898",0.0
62666,Indigo,14:00,Kolkata,04h 55m,1-stop,18:55,Chennai,"5,325",0.0
62672,Indigo,07:05,Chennai,08h 30m,1-stop,15:35,Kolkata,"19,165",0.0
62674,Indigo,18:30,Chennai,05h 15m,1-stop,23:45,Delhi,"3,625",0.0
62676,Vistara,10:25,Kolkata,07h 20m,1-stop,17:45,Bangalore,"11,139",0.0
62687,Indigo,12:45,Hyderabad,08h 55m,1-stop,21:40,Chennai,"8,669",0.0
62691,Air India,18:15,Kolkata,14h 20m,1-stop,08:35,Mumbai,"11,214",0.0
62696,Vistara,19:00,Delhi,22h 45m,1-stop,17:45,Bangalore,"11,100",0.0
62701,Indigo,08:45,Delhi,06h 50m,1-stop,15:35,Kolkata,"7,398",0.0
62702,Indigo,18:15,Kolkata,05h 40m,1-stop,23:55,Hyderabad,"2,436",0.0
62705,Air India,20:30,Kolkata,19h 45m,1-stop,16:15,Bangalore,"14,364",0.0
62706,Air India,13:00,Kolkata,04h 35m,1-stop,17:35,Delhi,"4,960",0.0
62713,Indigo,07:00,Delhi,07h 35m,1-stop,14:35,Mumbai,"5,955",0.0
62716,Air India,18:40,Delhi,20h 10m,1-stop,14:50,Kolkata,"5,556",0.0
62717,Air India,14:40,Kolkata,26h 25m,1-stop,17:05,Mumbai,"5,108",0.0
62719,Indigo,09:40,Hyderabad,02h 15m,non-stop,11:55,Delhi,"10,123",0.0
62722,Indigo,06:45,Hyderabad,08h 50m,2+-stop,15:35,Kolkata,"6,716",0.0
62724,Air India,20:30,Kolkata,15h 35m,2+-stop,12:05,Bangalore,"7,474",0.0
62732,Indigo,11:55,Kolkata,08h 40m,1-stop,20:35,Hyderabad,"6,752",0.0
62737,Vistara,20:30,Chennai,19h 30m,1-stop,16:00,Bangalore,"11,885",0.0
62739,GO FIRST,20:25,Delhi,11h 30m,1-stop,07:55,Kolkata,"4,327",0.0
62741,Indigo,13:45,Mumbai,03h 50m,1-stop,17:35,Delhi,"6,430",0.0
62744,Indigo,19:55,Chennai,07h 05m,1-stop,03:00,Kolkata,"4,079",0.0
62746,Air India,17:15,Kolkata,02h 50m,non-stop,20:05,Mumbai,"4,759",0.0
62752,Air India,19:25,Mumbai,16h 30m,2+-stop,11:55,Hyderabad,"5,857",0.0
62753,Vistara,07:00,Mumbai,10h 45m,1-stop,17:45,Delhi,"11,902",0.0
62758,Vistara,09:30,Delhi,10h 25m,1-stop,19:55,Kolkata,"6,821",0.0
62763,Indigo,11:00,Kolkata,10h 30m,2+-stop,21:30,Bangalore,"12,836",0.0
62765,Indigo,14:45,Bangalore,07h 55m,1-stop,22:40,Kolkata,"9,851",0.0
62769,Indigo,11:20,Bangalore,05h 10m,1-stop,16:30,Delhi,"11,741",0.0
62785,Vistara,07:00,Mumbai,14h 10m,1-stop,21:10,Delhi,"8,258",0.0
62788,Indigo,00:10,Mumbai,08h 50m,1-stop,09:00,Delhi,"5,939",0.0
62793,Vistara,09:45,Chennai,30h 15m,1-stop,16:00,Bangalore,"16,452",0.0
62798,Air India,15:30,Kolkata,08h 05m,1-stop,23:35,Chennai,"24,969",0.0
62800,Vistara,17:35,Kolkata,06h 35m,1-stop,00:10,Delhi,"14,364",0.0
62801,Air India,07:05,Mumbai,25h 00m,1-stop,08:05,Kolkata,"6,840",0.0
62808,Vistara,07:00,Mumbai,14h 35m,1-stop,21:35,Delhi,"6,122",0.0
62810,Indigo,14:05,Mumbai,05h 00m,1-stop,19:05,Hyderabad,"4,030",0.0
62813,Indigo,11:00,Delhi,11h 05m,1-stop,22:05,Chennai,"12,470",0.0
62834,Air India,05:45,Delhi,05h 55m,1-stop,11:40,Bangalore,"10,461",0.0
62842,Air India,18:00,Mumbai,18h 40m,1-stop,12:40,Chennai,"6,097",0.0
62846,Indigo,06:50,Mumbai,01h 40m,non-stop,08:30,Hyderabad,"11,823",0.0
62848,Air India,10:00,Mumbai,10h 05m,1-stop,20:05,Bangalore,"11,627",0.0
62850,Vistara,20:25,Kolkata,14h 20m,1-stop,10:45,Bangalore,"15,329",0.0
62852,Air India,15:30,Kolkata,24h 55m,1-stop,16:25,Mumbai,"8,478",0.0
62853,Indigo,17:15,Mumbai,07h 20m,1-stop,00:35,Kolkata,"11,981",0.0
62861,Vistara,19:40,Bangalore,14h 00m,1-stop,09:40,Hyderabad,"11,383",0.0
62862,Indigo,09:00,Chennai,05h 25m,1-stop,14:25,Kolkata,"4,488",0.0
62863,Vistara,19:55,Bangalore,15h 05m,1-stop,11:00,Delhi,"14,682",0.0
62867,Indigo,08:55,Mumbai,06h 25m,1-stop,15:20,Delhi,"8,558",0.0
62870,Air India,16:55,Delhi,27h 10m,1-stop,20:05,Mumbai,"13,410",0.0
62871,Air India,17:15,Kolkata,19h 45m,1-stop,13:00,Delhi,"17,829",0.0
62883,Vistara,11:55,Mumbai,11h 25m,1-stop,23:20,Bangalore,"11,129",0.0
62890,Vistara,21:05,Chennai,19h 25m,1-stop,16:30,Mumbai,"16,593",0.0
62898,Indigo,13:40,Mumbai,07h 15m,1-stop,20:55,Kolkata,"5,843",0.0
62901,Indigo,09:05,Chennai,08h 20m,1-stop,17:25,Kolkata,"7,884",0.0
62903,Indigo,09:05,Kolkata,11h 00m,1-stop,20:05,Chennai,"5,492",0.0
62906,Air India,20:20,Chennai,25h 15m,1-stop,21:35,Hyderabad,"26,148",0.0
62914,Indigo,13:55,Kolkata,05h 40m,1-stop,19:35,Bangalore,"7,466",0.0
62918,Indigo,06:55,Mumbai,05h 05m,1-stop,12:00,Chennai,"3,754",0.0
62924,Air India,10:55,Delhi,11h 30m,1-stop,22:25,Mumbai,"8,265",0.0
62934,Indigo,14:30,Chennai,08h 45m,1-stop,23:15,Mumbai,"3,458",0.0
62943,Vistara,11:30,Mumbai,05h 15m,1-stop,16:45,Delhi,"5,042",0.0
62946,Vistara,09:05,Delhi,11h 50m,1-stop,20:55,Hyderabad,"6,076",0.0
62952,Vistara,11:40,Delhi,09h 15m,1-stop,20:55,Hyderabad,"10,050",0.0
62958,Indigo,19:55,Kolkata,02h 10m,non-stop,22:05,Hyderabad,"4,011",0.0
62959,Indigo,15:50,Mumbai,04h 25m,1-stop,20:15,Kolkata,"12,978",0.0
62966,Indigo,09:20,Bangalore,01h 05m,non-stop,10:25,Chennai,"3,708",0.0
62970,Indigo,05:10,Bangalore,06h 45m,1-stop,11:55,Delhi,"10,376",0.0
62976,Air India,18:10,Hyderabad,24h 05m,2+-stop,18:15,Mumbai,"7,496",0.0
62982,Air India,20:45,Hyderabad,16h 15m,1-stop,13:00,Delhi,"22,198",0.0
62988,Indigo,07:30,Kolkata,06h 35m,1-stop,14:05,Hyderabad,"3,401",0.0
62992,Vistara,19:00,Delhi,13h 50m,1-stop,08:50,Bangalore,"10,680",0.0
62994,Vistara,21:10,Bangalore,12h 45m,1-stop,09:55,Chennai,"6,791",0.0
62995,Indigo,16:55,Mumbai,05h 40m,1-stop,22:35,Hyderabad,"15,180",0.0
63001,Indigo,11:25,Kolkata,09h 20m,2+-stop,20:45,Bangalore,"6,542",0.0
63004,GO FIRST,10:30,Bangalore,06h 00m,1-stop,16:30,Delhi,"6,245",0.0
63005,Indigo,14:00,Kolkata,07h 00m,1-stop,21:00,Bangalore,"9,907",0.0
63008,Air India,18:00,Mumbai,25h 00m,2+-stop,19:00,Chennai,"20,433",0.0
63010,GO FIRST,17:00,Delhi,02h 05m,non-stop,19:05,Mumbai,"5,954",0.0
63024,Vistara,10:15,Kolkata,22h 35m,2+-stop,08:50,Chennai,"19,040",0.0
63025,Air India,22:00,Delhi,10h 20m,1-stop,08:20,Mumbai,"6,785",0.0
63026,Air India,07:00,Kolkata,16h 35m,1-stop,23:35,Hyderabad,"6,759",0.0
63036,Indigo,09:55,Chennai,09h 20m,2+-stop,19:15,Kolkata,"6,869",0.0
63038,Vistara,14:40,Mumbai,18h 00m,1-stop,08:40,Bangalore,"10,054",0.0
63039,GO FIRST,19:15,Mumbai,04h 15m,1-stop,23:30,Delhi,"3,533",0.0
63043,Vistara,09:45,Chennai,07h 05m,1-stop,16:50,Kolkata,"12,408",0.0
63045,Indigo,15:15,Mumbai,06h 45m,1-stop,22:00,Bangalore,"5,103",0.0
63048,Vistara,06:30,Delhi,06h 30m,1-stop,13:00,Mumbai,"20,130",0.0
63053,Indigo,06:55,Mumbai,05h 05m,1-stop,12:00,Chennai,"8,201",0.0
63055,Indigo,21:50,Mumbai,03h 25m,1-stop,01:15,Hyderabad,"6,254",0.0
63056,Air India,06:30,Bangalore,08h 20m,1-stop,14:50,Kolkata,"5,401",0.0
63057,Air India,06:20,Chennai,33h 55m,1-stop,16:15,Delhi,"6,886",0.0
63062,Vistara,12:30,Chennai,28h 00m,1-stop,16:30,Delhi,"14,649",0.0
63065,GO FIRST,18:50,Bangalore,07h 10m,1-stop,02:00,Mumbai,"7,372",0.0
63069,Indigo,14:30,Chennai,05h 20m,1-stop,19:50,Mumbai,"8,980",0.0
63078,Air India,09:45,Hyderabad,23h 55m,1-stop,09:40,Mumbai,"6,047",0.0
63080,Indigo,18:30,Delhi,04h 55m,1-stop,23:25,Mumbai,"7,420",0.0
63084,Air India,08:30,Chennai,14h 00m,1-stop,22:30,Bangalore,"6,707",0.0
63094,GO FIRST,16:35,Delhi,08h 10m,1-stop,00:45,Chennai,"3,869",0.0
63105,Indigo,16:30,Chennai,05h 05m,1-stop,21:35,Mumbai,"3,917",0.0
63106,Air India,09:40,Kolkata,12h 50m,1-stop,22:30,Bangalore,"10,175",0.0
63107,Vistara,18:30,Mumbai,15h 05m,1-stop,09:35,Kolkata,"14,343",0.0
63111,Indigo,09:40,Hyderabad,02h 25m,non-stop,12:05,Delhi,"3,191",0.0
63115,Air India,20:45,Kolkata,12h 05m,1-stop,08:50,Delhi,"14,364",0.0
63116,Vistara,16:05,Mumbai,24h 25m,1-stop,16:30,Delhi,"10,038",0.0
63121,GO FIRST,15:20,Mumbai,05h 00m,1-stop,20:20,Delhi,"19,173",0.0
63127,Vistara,06:50,Hyderabad,09h 10m,1-stop,16:00,Bangalore,"12,757",0.0
63132,Vistara,09:05,Delhi,12h 45m,1-stop,21:50,Mumbai,"12,150",0.0
63140,Air India,15:15,Bangalore,28h 25m,1-stop,19:40,Chennai,"11,463",0.0
63145,Air India,10:25,Bangalore,26h 00m,1-stop,12:25,Hyderabad,"8,660",0.0
63146,Vistara,17:35,Mumbai,23h 25m,1-stop,17:00,Hyderabad,"9,879",0.0
63149,Air India,19:00,Kolkata,04h 55m,1-stop,23:55,Mumbai,"6,899",0.0
63162,Air India,19:00,Kolkata,19h 55m,1-stop,14:55,Bangalore,"4,694",0.0
63168,Vistara,13:20,Delhi,33h 45m,2+-stop,23:05,Chennai,"13,918",0.0
63176,Indigo,08:05,Kolkata,06h 40m,1-stop,14:45,Delhi,"4,439",0.0
63177,Indigo,21:20,Delhi,02h 45m,non-stop,00:05,Bangalore,"4,500",0.0
63178,Air India,05:05,Mumbai,11h 40m,1-stop,16:45,Delhi,"5,828",0.0
63183,Air India,06:20,Chennai,28h 10m,1-stop,10:30,Hyderabad,"5,625",0.0
63190,Air India,18:00,Mumbai,22h 45m,1-stop,16:45,Delhi,"14,343",0.0
63194,Indigo,17:15,Mumbai,07h 20m,1-stop,00:35,Kolkata,"6,980",0.0
63209,Vistara,11:55,Mumbai,30h 20m,1-stop,18:15,Bangalore,"21,540",0.0
63211,Indigo,19:15,Hyderabad,07h 45m,1-stop,03:00,Kolkata,"7,690",0.0
63216,Air India,04:50,Delhi,12h 15m,1-stop,17:05,Bangalore,"21,705",0.0
63217,GO FIRST,05:00,Mumbai,10h 40m,1-stop,15:40,Hyderabad,"4,262",0.0
63224,Air India,16:05,Chennai,31h 50m,1-stop,23:55,Delhi,"16,901",0.0
63238,Indigo,09:20,Bangalore,07h 45m,1-stop,17:05,Hyderabad,"5,488",0.0
63241,Vistara,10:45,Chennai,12h 35m,2+-stop,23:20,Bangalore,"7,172",0.0
63243,Vistara,11:00,Hyderabad,09h 15m,2+-stop,20:15,Chennai,"20,076",0.0
63247,Indigo,10:55,Bangalore,06h 15m,1-stop,17:10,Kolkata,"8,276",0.0
63251,Air India,06:20,Chennai,15h 15m,1-stop,21:35,Hyderabad,"14,073",0.0
63255,Air India,12:40,Bangalore,31h 55m,2+-stop,20:35,Hyderabad,"21,131",0.0
63265,Air India,09:25,Kolkata,11h 50m,1-stop,21:15,Delhi,"5,467",0.0
63266,Indigo,05:20,Hyderabad,05h 35m,1-stop,10:55,Kolkata,"17,844",0.0
63268,Indigo,11:30,Mumbai,06h 10m,1-stop,17:40,Kolkata,"19,121",0.0
63271,Air India,19:10,Bangalore,21h 05m,2+-stop,16:15,Chennai,"12,949",0.0
63274,Vistara,20:35,Hyderabad,26h 10m,1-stop,22:45,Chennai,"11,319",0.0
63275,Air India,06:30,Hyderabad,06h 30m,1-stop,13:00,Delhi,"20,518",0.0
63277,Vistara,18:30,Mumbai,22h 30m,1-stop,17:00,Bangalore,"6,450",0.0
63279,Vistara,10:25,Kolkata,12h 35m,1-stop,23:00,Delhi,"7,056",0.0
63281,Indigo,09:00,Chennai,06h 50m,1-stop,15:50,Kolkata,"3,219",0.0
63286,Indigo,06:50,Kolkata,06h 20m,1-stop,13:10,Bangalore,"3,860",0.0
63288,Vistara,21:05,Chennai,21h 00m,1-stop,18:05,Kolkata,"12,013",0.0
63290,Indigo,09:20,Bangalore,10h 55m,1-stop,20:15,Kolkata,"3,594",0.0
63291,Vistara,15:55,Delhi,02h 10m,non-stop,18:05,Kolkata,"5,955",0.0
63292,Air India,08:25,Hyderabad,22h 50m,1-stop,07:15,Chennai,"3,813",0.0
63297,Vistara,10:25,Kolkata,22h 25m,1-stop,08:50,Bangalore,"10,961",0.0
63300,Vistara,20:40,Delhi,13h 00m,1-stop,09:40,Kolkata,"6,840",0.0
63301,Indigo,16:55,Mumbai,06h 00m,1-stop,22:55,Kolkata,"2,835",0.0
63305,Air India,06:30,Bangalore,17h 25m,1-stop,23:55,Mumbai,"9,799",0.0
63307,GO FIRST,10:00,Bangalore,01h 40m,non-stop,11:40,Mumbai,"5,177",0.0
63310,Air India,14:40,Kolkata,05h 55m,1-stop,20:35,Hyderabad,"4,793",0.0
63314,Indigo,16:55,Mumbai,05h 30m,1-stop,22:25,Kolkata,"7,268",0.0
63318,Vistara,16:45,Delhi,24h 05m,1-stop,16:50,Kolkata,"13,410",0.0
63319,Vistara,18:30,Mumbai,22h 30m,1-stop,17:00,Hyderabad,"7,808",0.0
63320,Vistara,17:25,Chennai,14h 35m,1-stop,08:00,Mumbai,"4,117",0.0
63323,GO FIRST,04:55,Mumbai,10h 15m,1-stop,15:10,Bangalore,"8,359",0.0
63332,Indigo,13:05,Bangalore,06h 50m,1-stop,19:55,Delhi,"3,245",0.0
63334,Indigo,07:05,Chennai,08h 30m,1-stop,15:35,Kolkata,"5,042",0.0
63345,Air India,15:30,Bangalore,06h 05m,1-stop,21:35,Delhi,"4,533",0.0
63350,Vistara,21:05,Chennai,11h 15m,1-stop,08:20,Kolkata,"5,937",0.0
63351,Indigo,15:55,Hyderabad,02h 15m,non-stop,18:10,Delhi,"10,123",0.0
63355,Vistara,19:00,Bangalore,21h 55m,1-stop,16:55,Kolkata,"6,271",0.0
63358,Vistara,18:45,Kolkata,16h 05m,1-stop,10:50,Bangalore,"15,624",0.0
63359,Indigo,10:15,Delhi,07h 50m,1-stop,18:05,Mumbai,"2,410",0.0
63361,Vistara,17:10,Chennai,16h 30m,1-stop,09:40,Hyderabad,"16,488",0.0
63362,Air India,13:25,Mumbai,14h 15m,1-stop,03:40,Delhi,"7,088",0.0
63368,Vistara,21:10,Bangalore,19h 50m,1-stop,17:00,Hyderabad,"11,205",0.0
63369,Indigo,08:35,Delhi,02h 50m,non-stop,11:25,Chennai,"4,293",0.0
63372,Indigo,09:20,Bangalore,06h 45m,1-stop,16:05,Delhi,"4,417",0.0
63376,Indigo,17:30,Mumbai,04h 30m,1-stop,22:00,Delhi,"3,681",0.0
63377,Air India,05:55,Chennai,16h 15m,2+-stop,22:10,Mumbai,"17,833",0.0
63378,Vistara,07:00,Bangalore,11h 05m,1-stop,18:05,Kolkata,"11,383",0.0
63381,Vistara,10:20,Hyderabad,12h 25m,1-stop,22:45,Chennai,"12,658",0.0
63388,Air India,12:10,Delhi,02h 20m,non-stop,14:30,Kolkata,"4,097",0.0
63391,Indigo,18:40,Delhi,02h 10m,non-stop,20:50,Mumbai,"7,845",0.0
63394,Indigo,04:40,Hyderabad,05h 25m,1-stop,10:05,Bangalore,"4,551",0.0
63396,Indigo,05:40,Hyderabad,08h 45m,1-stop,14:25,Mumbai,"13,847",0.0
63399,Indigo,16:20,Bangalore,06h 20m,1-stop,22:40,Kolkata,"9,998",0.0
63416,Vistara,12:15,Mumbai,04h 30m,1-stop,16:45,Delhi,"8,547",0.0
63417,Vistara,10:15,Kolkata,33h 40m,2+-stop,19:55,Chennai,"15,689",0.0
63421,Indigo,23:35,Kolkata,10h 50m,1-stop,10:25,Chennai,"4,960",0.0
63427,GO FIRST,18:50,Bangalore,13h 45m,1-stop,08:35,Kolkata,"6,442",0.0
63431,Air India,19:00,Delhi,15h 55m,1-stop,10:55,Chennai,"4,566",0.0
63447,Air India,21:00,Bangalore,12h 00m,1-stop,09:00,Kolkata,"7,529",0.0
63453,Air India,14:55,Chennai,06h 20m,2+-stop,21:15,Delhi,"14,283",0.0
63455,Indigo,13:55,Kolkata,09h 30m,1-stop,23:25,Mumbai,"7,959",0.0
63456,Indigo,13:55,Hyderabad,02h 15m,non-stop,16:10,Delhi,"3,611",0.0
63467,Indigo,05:30,Delhi,08h 20m,1-stop,13:50,Hyderabad,"3,457",0.0
63474,Indigo,18:10,Chennai,06h 30m,1-stop,00:40,Mumbai,"4,038",0.0
63476,Indigo,09:55,Hyderabad,01h 20m,non-stop,11:15,Chennai,"7,078",0.0
63479,Air India,20:50,Hyderabad,15h 40m,1-stop,12:30,Kolkata,"21,463",0.0
63485,Vistara,06:55,Chennai,26h 45m,1-stop,09:40,Hyderabad,"4,086",0.0
63487,Vistara,10:45,Chennai,11h 15m,1-stop,22:00,Mumbai,"12,408",0.0
63491,Indigo,04:45,Chennai,01h 10m,non-stop,05:55,Hyderabad,"1,551",0.0
63493,Air India,13:30,Kolkata,29h 50m,1-stop,19:20,Hyderabad,"11,175",0.0
63497,Indigo,12:55,Delhi,05h 55m,1-stop,18:50,Chennai,"2,916",0.0
63502,Air India,18:15,Kolkata,26h 20m,1-stop,20:35,Delhi,"8,104",0.0
63503,Indigo,06:40,Kolkata,02h 35m,non-stop,09:15,Delhi,"4,809",0.0
63504,Indigo,09:55,Chennai,10h 00m,1-stop,19:55,Delhi,"12,397",0.0
63505,Indigo,13:40,Mumbai,02h 10m,non-stop,15:50,Delhi,"3,424",0.0
63506,Indigo,11:30,Mumbai,07h 35m,1-stop,19:05,Hyderabad,"5,626",0.0
63512,Vistara,06:30,Mumbai,10h 30m,1-stop,17:00,Hyderabad,"4,414",0.0
63513,Vistara,10:45,Chennai,12h 05m,1-stop,22:50,Mumbai,"15,648",0.0
63516,Air India,12:10,Delhi,09h 05m,1-stop,21:15,Hyderabad,"15,195",0.0
63526,Vistara,18:25,Bangalore,01h 50m,non-stop,20:15,Mumbai,"7,122",0.0
63528,Air India,17:15,Delhi,14h 50m,1-stop,08:05,Kolkata,"9,147",0.0
63531,Air India,16:00,Mumbai,16h 55m,1-stop,08:55,Bangalore,"6,817",0.0
63535,Vistara,07:10,Kolkata,15h 45m,1-stop,22:55,Hyderabad,"6,390",0.0
63544,Indigo,14:30,Chennai,09h 15m,1-stop,23:45,Kolkata,"5,042",0.0
63546,Air India,19:00,Kolkata,04h 55m,1-stop,23:55,Mumbai,"19,719",0.0
63556,Vistara,19:55,Bangalore,16h 20m,1-stop,12:15,Hyderabad,"8,251",0.0
63560,Indigo,20:30,Delhi,02h 50m,non-stop,23:20,Chennai,"4,881",0.0
63564,GO FIRST,16:40,Delhi,04h 45m,1-stop,21:25,Mumbai,"8,869",0.0
63565,Indigo,13:55,Kolkata,06h 10m,1-stop,20:05,Chennai,"4,297",0.0
63568,GO FIRST,05:30,Bangalore,13h 30m,1-stop,19:00,Delhi,"3,466",0.0
63581,Air India,13:20,Bangalore,25h 30m,2+-stop,14:50,Kolkata,"15,325",0.0
63589,Air India,09:50,Mumbai,07h 10m,1-stop,17:00,Delhi,"13,621",0.0
63591,Indigo,16:55,Mumbai,08h 20m,1-stop,01:15,Hyderabad,"15,708",0.0
63592,Vistara,09:30,Delhi,07h 20m,1-stop,16:50,Kolkata,"13,830",0.0
63598,Indigo,06:35,Hyderabad,01h 10m,non-stop,07:45,Chennai,"4,296",0.0
63599,Indigo,14:55,Delhi,08h 35m,1-stop,23:30,Bangalore,"4,007",0.0
63602,Vistara,10:25,Mumbai,05h 55m,1-stop,16:20,Chennai,"11,307",0.0
63608,Air India,18:55,Kolkata,13h 55m,1-stop,08:50,Delhi,"7,544",0.0
63609,Indigo,16:55,Mumbai,05h 40m,1-stop,22:35,Hyderabad,"5,781",0.0
63610,Vistara,12:30,Chennai,23h 45m,1-stop,12:15,Hyderabad,"5,732",0.0
63614,Air India,15:30,Kolkata,19h 45m,1-stop,11:15,Mumbai,"5,102",0.0
